,Ámbito,Código área (ISO3),Área,Elemento,Producto,Año,Unidad,Valor,Nota
6373,Indicadores ODS,SUR,Suriname,Valor,14.7.1 Sustainable fisheries as a proportion of GDP,2011,%,1.6098996549,| Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources. | Country adjusted data
6374,Indicadores ODS,SUR,Suriname,Valor,14.7.1 Sustainable fisheries as a proportion of GDP,2012,%,,| Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources. | Obs_Value = NaN;  Not Available | Non-relevant
6375,Indicadores ODS,SUR,Suriname,Valor,14.7.1 Sustainable fisheries as a proportion of GDP,2013,%,1.6138501853,| Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources. | Country adjusted data
6376,Indicadores ODS,SUR,Suriname,Valor,14.7.1 Sustainable fisheries as a proportion of GDP,2014,%,,| Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources. | Obs_Value = NaN;  Not Available | Non-relevant
6377,Indicadores ODS,SUR,Suriname,Valor,14.7.1 Sustainable fisheries as a proportion of GDP,2015,%,2.0010289155,| Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources. | Country adjusted data
6378,Indicadores ODS,SUR,Suriname,Valor,14.7.1 Sustainable fisheries as a proportion of GDP,2016,%,,| Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources. | Obs_Value = NaN;  Not Available | Non-relevant
6379,Indicadores ODS,SUR,Suriname,Valor,14.7.1 Sustainable fisheries as a proportion of GDP,2017,%,2.3602680756,| Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources. | Country adjusted data
6380,Indicadores ODS,SUR,Suriname,Valor,14.7.1 Sustainable fisheries as a proportion of GDP,2018,%,,| Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources. | Obs_Value = NaN;  Not Available | Non-relevant
6381,Indicadores ODS,SUR,Suriname,Valor,14.7.1 Sustainable fisheries as a proportion of GDP,2019,%,1.4173438166,| Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources. | Country adjusted data
6382,Indicadores ODS,SUR,Suriname,Valor,14.b.1 Degree of application of a legal/regulatory/policy/institutional framework which recognizes and protects access rights for small-scale fisheries (level of implementation: 1 lowest to 5 highest),2018,Número,4,Global | Questionnaire on the implementation of the Code of Conduct for Responsible Fisheries - Country self-reporting  | Level of implementation: 1 lowest to 5 highest | Country data
6383,Indicadores ODS,SUR,Suriname,Valor,14.b.1 Degree of application of a legal/regulatory/policy/institutional framework which recognizes and protects access rights for small-scale fisheries (level of implementation: 1 lowest to 5 highest),2020,Número,4,Global | Questionnaire on the implementation of the Code of Conduct for Responsible Fisheries - Country self-reporting  | Level of implementation: 1 lowest to 5 highest | Country data
6384,Indicadores ODS,SUR,Suriname,Valor,14.b.1 Degree of application of a legal/regulatory/policy/institutional framework which recognizes and protects access rights for small-scale fisheries (level of implementation: 1 lowest to 5 highest),2022,Número,5,Global | Questionnaire on the implementation of the Code of Conduct for Responsible Fisheries - Country self-reporting  | Level of implementation: 1 lowest to 5 highest | Country data
6385,Indicadores ODS,SUR,Suriname,Valor,15.1.1 Forest area (thousands of hectares),2010,1000 ha,15299.9,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6386,Indicadores ODS,SUR,Suriname,Valor,15.1.1 Forest area (thousands of hectares),2015,1000 ha,15251.7,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6387,Indicadores ODS,SUR,Suriname,Valor,15.1.1 Forest area (thousands of hectares),2016,1000 ha,15240.3,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6388,Indicadores ODS,SUR,Suriname,Valor,15.1.1 Forest area (thousands of hectares),2017,1000 ha,15233,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6389,Indicadores ODS,SUR,Suriname,Valor,15.1.1 Forest area (thousands of hectares),2018,1000 ha,15220.8,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6390,Indicadores ODS,SUR,Suriname,Valor,15.1.1 Forest area (thousands of hectares),2019,1000 ha,15208.5,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6391,Indicadores ODS,SUR,Suriname,Valor,15.1.1 Forest area (thousands of hectares),2020,1000 ha,15196.3,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6392,Indicadores ODS,SUR,Suriname,Valor,15.1.1 Forest area as a proportion of total land area (%),2010,%,98.076,"Global | FAO, Global Forest Resources Assessment and FAOSTAT | Official country report to FAO (FRA 2020) | Country data"
6393,Indicadores ODS,SUR,Suriname,Valor,15.1.1 Forest area as a proportion of total land area (%),2015,%,97.7671,"Global | FAO, Global Forest Resources Assessment and FAOSTAT | Official country report to FAO (FRA 2020) | Country data"
6394,Indicadores ODS,SUR,Suriname,Valor,15.1.1 Forest area as a proportion of total land area (%),2016,%,97.6944,"Global | FAO, Global Forest Resources Assessment and FAOSTAT | Official country report to FAO (FRA 2020) | Country data"
6395,Indicadores ODS,SUR,Suriname,Valor,15.1.1 Forest area as a proportion of total land area (%),2017,%,97.6476,"Global | FAO, Global Forest Resources Assessment and FAOSTAT | Official country report to FAO (FRA 2020) | Country data"
6396,Indicadores ODS,SUR,Suriname,Valor,15.1.1 Forest area as a proportion of total land area (%),2018,%,97.5691,"Global | FAO, Global Forest Resources Assessment and FAOSTAT | Official country report to FAO (FRA 2020) | Country data"
6397,Indicadores ODS,SUR,Suriname,Valor,15.1.1 Forest area as a proportion of total land area (%),2019,%,97.4906,"Global | FAO, Global Forest Resources Assessment and FAOSTAT | Official country report to FAO (FRA 2020) | Country data"
6398,Indicadores ODS,SUR,Suriname,Valor,15.1.1 Forest area as a proportion of total land area (%),2020,%,97.4121,"Global | FAO, Global Forest Resources Assessment and FAOSTAT | Official country report to FAO (FRA 2020) | Country data"
6399,Indicadores ODS,SUR,Suriname,Valor,15.1.1 Land area (thousands of hectares),2010,1000 ha,15600,Global | Data from FAOSTAT extracted 20220110 | Estimated data
6400,Indicadores ODS,SUR,Suriname,Valor,15.1.1 Land area (thousands of hectares),2015,1000 ha,15600,Global | Data from FAOSTAT extracted 20220110 | Estimated data
6401,Indicadores ODS,SUR,Suriname,Valor,15.1.1 Land area (thousands of hectares),2016,1000 ha,15600,Global | Data from FAOSTAT extracted 20220110 | Estimated data
6402,Indicadores ODS,SUR,Suriname,Valor,15.1.1 Land area (thousands of hectares),2017,1000 ha,15600,Global | Data from FAOSTAT extracted 20220110 | Estimated data
6403,Indicadores ODS,SUR,Suriname,Valor,15.1.1 Land area (thousands of hectares),2018,1000 ha,15600,Global | Data from FAOSTAT extracted 20220110 | Estimated data
6404,Indicadores ODS,SUR,Suriname,Valor,15.1.1 Land area (thousands of hectares),2019,1000 ha,15600,Global | Data from FAOSTAT extracted 20220110 | Estimated data
6405,Indicadores ODS,SUR,Suriname,Valor,15.1.1 Land area (thousands of hectares),2020,1000 ha,15600,Global | FAO estimate based on FAOSTAT data from 2019 | Estimated data
6406,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Above-ground biomass stock in forest (tonnes per hectare),2010,toneladas/ha,362.88,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6407,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Above-ground biomass stock in forest (tonnes per hectare),2015,toneladas/ha,362.88,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6408,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Above-ground biomass stock in forest (tonnes per hectare),2016,toneladas/ha,362.88,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6409,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Above-ground biomass stock in forest (tonnes per hectare),2017,toneladas/ha,362.88,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6410,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Above-ground biomass stock in forest (tonnes per hectare),2018,toneladas/ha,362.88,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6411,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Above-ground biomass stock in forest (tonnes per hectare),2019,toneladas/ha,362.88,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6412,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Above-ground biomass stock in forest (tonnes per hectare),2020,toneladas/ha,362.88,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6413,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Forest area annual net change rate (%),2010,%,-0.02676,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data | 2000-2010"
6414,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Forest area annual net change rate (%),2020,%,-0.0679,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data | 2010-2020"
6415,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Forest area under an independently verified forest management certification scheme (thousands of hectares),2010,1000 ha,89.124,"Global | Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment | Estimated data"
6416,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Forest area under an independently verified forest management certification scheme (thousands of hectares),2015,1000 ha,364.48,"Global | Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment | Estimated data"
6417,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Forest area under an independently verified forest management certification scheme (thousands of hectares),2016,1000 ha,386.2,"Global | Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment | Estimated data"
6418,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Forest area under an independently verified forest management certification scheme (thousands of hectares),2017,1000 ha,363.09,"Global | Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment | Estimated data"
6419,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Forest area under an independently verified forest management certification scheme (thousands of hectares),2018,1000 ha,46.325,"Global | Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment | Estimated data"
6420,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Forest area under an independently verified forest management certification scheme (thousands of hectares),2019,1000 ha,21.72,"Global | Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment | Estimated data"
6421,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Forest area under an independently verified forest management certification scheme (thousands of hectares),2020,1000 ha,21.72,"Global | Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment | Estimated data"
6422,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Forest area under an independently verified forest management certification scheme (thousands of hectares),2021,1000 ha,21.72,"Global | Data submitted by FSC and PEFC secretariats (certifying bodies) to FAO, Global Forest Resources Assessment | Estimated data"
6423,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Proportion of forest area under a long-term management plan (%),2010,%,29.0552,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6424,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Proportion of forest area under a long-term management plan (%),2015,%,29.0053,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6425,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Proportion of forest area under a long-term management plan (%),2016,%,27.3062,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6426,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Proportion of forest area under a long-term management plan (%),2017,%,25.8409,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6427,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Proportion of forest area under a long-term management plan (%),2018,%,27.1214,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6428,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Proportion of forest area under a long-term management plan (%),2019,%,28.4018,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6429,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Proportion of forest area under a long-term management plan (%),2020,%,29.6823,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6430,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Proportion of forest area within legally established protected areas (%),2010,%,12.4032,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6431,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Proportion of forest area within legally established protected areas (%),2015,%,12.3941,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6432,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Proportion of forest area within legally established protected areas (%),2016,%,12.3941,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6433,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Proportion of forest area within legally established protected areas (%),2017,%,12.3941,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6434,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Proportion of forest area within legally established protected areas (%),2018,%,12.3941,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6435,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Proportion of forest area within legally established protected areas (%),2019,%,12.3941,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6436,Indicadores ODS,SUR,Suriname,Valor,15.2.1 Proportion of forest area within legally established protected areas (%),2020,%,12.3941,"Global | FAO, Global Forest Resources Assessment | Official country report to FAO (FRA 2020) | Country data"
6437,Indicadores ODS,SUR,Suriname,Valor,15.4.2 Mountain Green Cover Index: Elevation 5,2010,%,,Global | Food and Agriculture Organisation of United Nations (FAO) | A figure was not provided for technical reasons. | Data nature not available
6438,Indicadores ODS,SUR,Suriname,Valor,15.4.2 Mountain Green Cover Index: Elevation 5,2015,%,,Global | Food and Agriculture Organisation of United Nations (FAO) | A figure was not provided for technical reasons. | Data nature not available
6439,Indicadores ODS,SUR,Suriname,Valor,15.4.2 Mountain Green Cover Index: Elevation 5,2018,%,,Global | Food and Agriculture Organisation of United Nations (FAO) | A figure was not provided for technical reasons. | Data nature not available
6440,Indicadores ODS,SUR,Suriname,Valor,15.4.2 Mountain Green Cover Index: Elevation 6,2010,%,,Global | Food and Agriculture Organisation of United Nations (FAO) | A figure was not provided for technical reasons. | Data nature not available
6441,Indicadores ODS,SUR,Suriname,Valor,15.4.2 Mountain Green Cover Index: Elevation 6,2015,%,,Global | Food and Agriculture Organisation of United Nations (FAO) | A figure was not provided for technical reasons. | Data nature not available
6442,Indicadores ODS,SUR,Suriname,Valor,15.4.2 Mountain Green Cover Index: Elevation 6,2018,%,,Global | Food and Agriculture Organisation of United Nations (FAO) | A figure was not provided for technical reasons. | Data nature not available
6443,Indicadores ODS,SUR,Suriname,Valor,15.4.2 Mountain Green Cover Index: Elevation All,2010,%,,Global | Food and Agriculture Organisation of United Nations (FAO) | NA = A figure was not provided for technical reasons. | Data nature not available
6444,Indicadores ODS,SUR,Suriname,Valor,15.4.2 Mountain Green Cover Index: Elevation All,2015,%,,Global | Food and Agriculture Organisation of United Nations (FAO) | NA = A figure was not provided for technical reasons. | Data nature not available
6445,Indicadores ODS,SUR,Suriname,Valor,15.4.2 Mountain Green Cover Index: Elevation All,2018,%,,Global | Food and Agriculture Organisation of United Nations (FAO) | NA = A figure was not provided for technical reasons. | Data nature not available
6446,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Number of undernourished people (millions),2008,millones,<0.1,"Global | FAO, Statistics Division | Estimated data | 2007-2009"
6447,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Number of undernourished people (millions),2009,millones,N,"Global | FAO, Statistics Division | Estimated data | 2008-2010"
6448,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Number of undernourished people (millions),2010,millones,N,"Global | FAO, Statistics Division | Estimated data | 2009-2011"
6449,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Number of undernourished people (millions),2011,millones,N,"Global | FAO, Statistics Division | Estimated data | 2010-2012"
6450,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Number of undernourished people (millions),2012,millones,N,"Global | FAO, Statistics Division | Estimated data | 2011-2013"
6451,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Number of undernourished people (millions),2013,millones,N,"Global | FAO, Statistics Division | Estimated data | 2012-2014"
6452,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Number of undernourished people (millions),2014,millones,N,"Global | FAO, Statistics Division | Estimated data | 2013-2015"
6453,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Number of undernourished people (millions),2015,millones,N,"Global | FAO, Statistics Division | Estimated data | 2014-2016"
6454,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Number of undernourished people (millions),2016,millones,N,"Global | FAO, Statistics Division | Estimated data | 2015-2017"
6455,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Number of undernourished people (millions),2017,millones,N,"Global | FAO, Statistics Division | Estimated data | 2016-2018"
6456,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Number of undernourished people (millions),2018,millones,N,"Global | FAO, Statistics Division | Estimated data | 2017-2019"
6457,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Number of undernourished people (millions),2019,millones,N,"Global | FAO, Statistics Division | Estimated data | 2018-2020"
6458,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Number of undernourished people (millions),2020,millones,N,"Global | FAO, Statistics Division | Estimates are based on projected values | Estimated data | 2019-2021"
6459,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Prevalence of undernourishment (%),2008,%,2.5,"Global | FAO, Statistics Division | Estimated data | 2007-2009"
6460,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Prevalence of undernourishment (%),2009,%,<2.5,"Global | FAO, Statistics Division | Estimated data | 2008-2010"
6461,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Prevalence of undernourishment (%),2010,%,<2.5,"Global | FAO, Statistics Division | Estimated data | 2009-2011"
6462,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Prevalence of undernourishment (%),2011,%,<2.5,"Global | FAO, Statistics Division | Estimated data | 2010-2012"
6463,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Prevalence of undernourishment (%),2012,%,<2.5,"Global | FAO, Statistics Division | Estimated data | 2011-2013"
6464,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Prevalence of undernourishment (%),2013,%,<2.5,"Global | FAO, Statistics Division | Estimated data | 2012-2014"
6465,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Prevalence of undernourishment (%),2014,%,<2.5,"Global | FAO, Statistics Division | Estimated data | 2013-2015"
6466,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Prevalence of undernourishment (%),2015,%,<2.5,"Global | FAO, Statistics Division | Estimated data | 2014-2016"
6467,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Prevalence of undernourishment (%),2016,%,<2.5,"Global | FAO, Statistics Division | Estimated data | 2015-2017"
6468,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Prevalence of undernourishment (%),2017,%,<2.5,"Global | FAO, Statistics Division | Estimated data | 2016-2018"
6469,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Prevalence of undernourishment (%),2018,%,<2.5,"Global | FAO, Statistics Division | Estimated data | 2017-2019"
6470,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Prevalence of undernourishment (%),2019,%,<2.5,"Global | FAO, Statistics Division | Estimated data | 2018-2020"
6471,Indicadores ODS,URY,Uruguay,Valor,2.1.1 Prevalence of undernourishment (%),2020,%,<2.5,"Global | FAO, Statistics Division | Estimates are based on projected values | Estimated data | 2019-2021"
6472,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in severe food insecurity (thousands of people),2015,1000 personas,232.2,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | ALLAGE
6473,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in severe food insecurity (thousands of people),2016,1000 personas,258.7,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | ALLAGE
6474,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in severe food insecurity (thousands of people),2017,1000 personas,255.7,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | ALLAGE
6475,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in severe food insecurity (thousands of people),2018,1000 personas,219.8,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | ALLAGE
6476,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in severe food insecurity (thousands of people),2019,1000 personas,231.4,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | ALLAGE
6477,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in severe food insecurity (thousands of people),2020,1000 personas,254.9,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | ALLAGE
6478,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in severe food insecurity (thousands of people) (female),2015,1000 personas,<100,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
6479,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in severe food insecurity (thousands of people) (female),2016,1000 personas,100.3,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
6480,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in severe food insecurity (thousands of people) (female),2017,1000 personas,100.3,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
6481,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in severe food insecurity (thousands of people) (female),2018,1000 personas,<100,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
6482,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in severe food insecurity (thousands of people) (female),2019,1000 personas,<100,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
6483,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in severe food insecurity (thousands of people) (female),2020,1000 personas,109.7,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
6484,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in severe food insecurity (thousands of people) (male),2015,1000 personas,<100,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
6485,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in severe food insecurity (thousands of people) (male),2016,1000 personas,<100,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
6486,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in severe food insecurity (thousands of people) (male),2017,1000 personas,<100,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
6487,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in severe food insecurity (thousands of people) (male),2018,1000 personas,<100,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
6488,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in severe food insecurity (thousands of people) (male),2019,1000 personas,<100,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
6489,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in severe food insecurity (thousands of people) (male),2020,1000 personas,<100,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
6490,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of severe food insecurity (%),2015,%,6.8,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | ALLAGE
6491,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of severe food insecurity (%),2016,%,7.6,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | ALLAGE
6492,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of severe food insecurity (%),2017,%,7.4,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | ALLAGE
6493,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of severe food insecurity (%),2018,%,6.4,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | ALLAGE
6494,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of severe food insecurity (%),2019,%,6.7,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | ALLAGE
6495,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of severe food insecurity (%),2020,%,7.3,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | ALLAGE
6496,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of severe food insecurity (%) (female),2015,%,6.1,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
6497,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of severe food insecurity (%) (female),2016,%,7.1,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
6498,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of severe food insecurity (%) (female),2017,%,7,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
6499,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of severe food insecurity (%) (female),2018,%,6.4,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
