,Domain,Area,Element Code,Item,Year,Unit,Value,Note
6479,SDG Indicators,Peru,6121,"5.a.1(b) Share of women among owners or rights-bearers of agricultural land, by type of tenure",2015,%,30,National | Encuesta Nacional Agropecuaria | The estimate is produced combining the information on having a document for the parcel and the sex of the holder.
6480,SDG Indicators,Peru,6121,"5.a.1(b) Share of women among owners or rights-bearers of agricultural land, by type of tenure",2016,%,29.200000763,National | Encuesta Nacional Agropecuaria | The estimate is produced combining the information on having a document for the parcel and the sex of the holder.
6481,SDG Indicators,Peru,6121,"5.a.1(b) Share of women among owners or rights-bearers of agricultural land, by type of tenure",2017,%,29.600000381,National | Encuesta Nacional Agropecuaria | The estimate is produced combining the information on having a document for the parcel and the sex of the holder.
6482,SDG Indicators,Peru,6121,"5.a.1(b) Share of women among owners or rights-bearers of agricultural land, by type of tenure",2018,%,29.799999237,National | Encuesta Nacional Agropecuaria | The estimate is produced combining the information on having a document for the parcel and the sex of the holder.
6483,SDG Indicators,Peru,6121,"5.a.1(b) Share of women among owners or rights-bearers of agricultural land, by type of tenure",2019,%,29.399999619,National | Encuesta Nacional Agropecuaria | The estimate is produced combining the information on having a document for the parcel and the sex of the holder.
6484,SDG Indicators,Peru,6204,5.a.2 Degree to which the legal framework (including customary law) guarantees women’s equal rights to land ownership and/or control (1=No evidence to 6=Highest levels of guarantees),2019,Score,,Global | Ministerio de la Mujer y Poblaciones Vulnerables | NaN = A figure was not provided | Data nature not available
6485,SDG Indicators,Peru,6204,5.a.2 Degree to which the legal framework (including customary law) guarantees women’s equal rights to land ownership and/or control (1=No evidence to 6=Highest levels of guarantees),2020,Score,5,Global | Ministerio de la Mujer y Poblaciones Vulnerables | Score 1-6:  1=No evidence of guarantees of gender equality in land ownership and/or control in the legal framework; 6=Highest levels of guarantees of gender equality in land ownership and/or control in the legal framework | Data nature not available
6486,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2003,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2003-2007
6487,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2004,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2003-2007
6488,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2005,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2003-2007
6489,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2006,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2003-2007
6490,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2007,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2003-2007
6491,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2008,US$/m3,0.442221,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6492,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2009,US$/m3,0.400884,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6493,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2010,US$/m3,0.360981,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6494,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2011,US$/m3,0.36436,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6495,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2012,US$/m3,0.285513,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6496,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2013,US$/m3,0.322622,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6497,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2014,US$/m3,0.314711,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6498,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2015,US$/m3,0.316048,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6499,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2016,US$/m3,0.305284,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6500,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2017,US$/m3,0.288389,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6501,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2018,US$/m3,0.284829,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
6502,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Agriculture),2019,US$/m3,0.284429,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
6503,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2003,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2003-2007
6504,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2004,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2003-2007
6505,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2005,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2003-2007
6506,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2006,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2003-2007
6507,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2007,US$/m3,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2003-2007
6508,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2008,US$/m3,163.805,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6509,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2009,US$/m3,75.4559,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6510,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2010,US$/m3,58.5273,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6511,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2011,US$/m3,48.7104,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6512,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2012,US$/m3,39.3085,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6513,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2013,US$/m3,32.9153,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6514,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2014,US$/m3,26.7942,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6515,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2015,US$/m3,22.9262,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6516,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2016,US$/m3,21.0863,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6517,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2017,US$/m3,20.0157,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6518,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2018,US$/m3,18.9941,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
6519,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Industries),2019,US$/m3,16.9423,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
6520,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2003,US$/m3,43.1924,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
6521,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2004,US$/m3,43.1553,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
6522,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2005,US$/m3,44.5368,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
6523,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2006,US$/m3,45.4666,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
6524,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2007,US$/m3,49.152,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2003-2007
6525,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2008,US$/m3,54.9321,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6526,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2009,US$/m3,54.3589,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6527,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2010,US$/m3,53.1207,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6528,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2011,US$/m3,51.8486,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6529,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2012,US$/m3,53.4586,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6530,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2013,US$/m3,55.0999,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6531,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2014,US$/m3,55.6796,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6532,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2015,US$/m3,56.6255,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6533,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2016,US$/m3,56.7962,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6534,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2017,US$/m3,55.2517,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6535,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2018,US$/m3,54.8526,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
6536,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Services),2019,US$/m3,55.0484,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
6537,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2008,US$/m3,8.90075,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6538,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2009,US$/m3,7.69539,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6539,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2010,US$/m3,7.31579,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6540,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2011,US$/m3,6.95826,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6541,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2012,US$/m3,6.56955,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6542,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2013,US$/m3,6.34373,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6543,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2014,US$/m3,5.94581,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6544,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2015,US$/m3,5.69984,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6545,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2016,US$/m3,5.53265,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6546,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2017,US$/m3,5.31283,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6547,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2018,US$/m3,5.17719,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
6548,SDG Indicators,Peru,6178,6.4.1 Water Use Efficiency [US$/m3] (Total),2019,US$/m3,4.98327,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
6549,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Agriculture),2008,%,2.24,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6550,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Agriculture),2009,%,2.59,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6551,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Agriculture),2010,%,2.95,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6552,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Agriculture),2011,%,3.3,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6553,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Agriculture),2012,%,3.65,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6554,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Agriculture),2013,%,4,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6555,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Agriculture),2014,%,4.35,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6556,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Agriculture),2015,%,4.7,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6557,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Agriculture),2016,%,5.06,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6558,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Agriculture),2017,%,5.41,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6559,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Agriculture),2018,%,5.76,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
6560,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Agriculture),2019,%,6.11,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
6561,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Industries),2008,%,0.05,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6562,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Industries),2009,%,0.11,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6563,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Industries),2010,%,0.16,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6564,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Industries),2011,%,0.22,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6565,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Industries),2012,%,0.27,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6566,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Industries),2013,%,0.33,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6567,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Industries),2014,%,0.38,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6568,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Industries),2015,%,0.44,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6569,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Industries),2016,%,0.49,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6570,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Industries),2017,%,0.54,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6571,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Industries),2018,%,0.6,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
6572,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Industries),2019,%,0.65,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
6573,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Services),2008,%,0.23,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6574,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Services),2009,%,0.25,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6575,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Services),2010,%,0.27,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6576,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Services),2011,%,0.28,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6577,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Services),2012,%,0.3,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6578,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Services),2013,%,0.32,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6579,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Services),2014,%,0.33,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6580,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Services),2015,%,0.35,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6581,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Services),2016,%,0.37,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6582,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Services),2017,%,0.38,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6583,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Services),2018,%,0.4,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
6584,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Services),2019,%,0.42,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
6585,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Total),2003,%,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2003-2007
6586,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Total),2004,%,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2003-2007
6587,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Total),2005,%,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2003-2007
6588,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Total),2006,%,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2003-2007
6589,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Total),2007,%,,Global | Food and Agriculture Organisation of United Nations (FAO) | NaN = A figure was not provided | Data nature not available | 2003-2007
6590,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Total),2008,%,2.52608,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6591,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Total),2009,%,2.95014,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6592,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Total),2010,%,3.37327,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6593,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Total),2011,%,3.7964,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6594,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Total),2012,%,4.21953,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2008-2012
6595,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Total),2013,%,4.64266,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6596,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Total),2014,%,5.06579,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6597,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Total),2015,%,5.48892,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6598,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Total),2016,%,5.91205,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6599,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Total),2017,%,6.33518,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2013-2017
6600,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Total),2018,%,6.75832,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
6601,SDG Indicators,Peru,6121,6.4.2 Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%) (Total),2019,%,7.18145,Global | Food and Agriculture Organisation of United Nations (FAO) | Estimated data | 2018-2022
6602,SDG Indicators,Peru,6121,14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%),2018,%,,| Obs_Value = [blank] means no data was provided by the country | Data nature not available
6603,SDG Indicators,Peru,6173,"14.6.1 Progress by countries in the degree of implementation of international instruments aiming to combat illegal, unreported and unregulated fishing (level of implementation: 1 lowest to 5 highest)",2018,Number,3,Global | Questionnaire on the implementation of the Code of Conduct for Responsible Fisheries - Country self-reporting  | Level of implementation: 1 lowest - 5 highest | Country data
6604,SDG Indicators,Peru,6173,"14.6.1 Progress by countries in the degree of implementation of international instruments aiming to combat illegal, unreported and unregulated fishing (level of implementation: 1 lowest to 5 highest)",2020,Number,4,Global | Questionnaire on the implementation of the Code of Conduct for Responsible Fisheries - Country self-reporting  | Level of implementation: 1 lowest - 5 highest | Country data
6605,SDG Indicators,Peru,6173,"14.6.1 Progress by countries in the degree of implementation of international instruments aiming to combat illegal, unreported and unregulated fishing (level of implementation: 1 lowest to 5 highest)",2022,Number,4,Global | Questionnaire on the implementation of the Code of Conduct for Responsible Fisheries - Country self-reporting  | Level of implementation: 1 lowest - 5 highest | Country data
6606,SDG Indicators,Peru,6121,14.7.1 Sustainable fisheries as a proportion of GDP,2003,%,,| Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources. | Obs_Value = NaN;  Not Available | Non-relevant
6607,SDG Indicators,Peru,6121,14.7.1 Sustainable fisheries as a proportion of GDP,2004,%,,| Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources. | Obs_Value = NaN;  Not Available | Non-relevant
6608,SDG Indicators,Peru,6121,14.7.1 Sustainable fisheries as a proportion of GDP,2005,%,,| Official country reported data (UNSD and OECD national accounts). FAO Yearbook of Fishery Statistics and Review of the State of World Marine Fishery Resources. | Obs_Value = NaN;  Not Available | Non-relevant
